terminal_id,tanggal,jumlah_kontainer,NON MITA,MITA,HIJAU,MERAH,KUNING,NON,BORDER,POST-BORDER,BORDER_POST-BORDER,lartas N,lartas Y,lartas NA,KARANTINA TUMBUHAN,KARANTINA HEWAN,KARANTINA IKAN,PRENO,NON_PRENO,avg_dt
JICT,2019-05-03,2003,1467,536,1765,193,45,966,349,499,189,1465,538,1796,120,59,28,895,1108,3.00
JICT,2019-05-04,3475,2131,1344,3318,113,44,1088,1376,870,141,1958,1517,3078,282,115,0,1705,1770,2.90
JICT,2019-05-05,2085,1299,786,1951,116,18,619,685,768,13,1387,698,1767,310,8,0,800,1285,2.78
JICT,2019-05-06,1208,910,298,962,107,139,521,143,511,33,1032,176,1172,36,0,0,337,871,3.03
JICT,2019-05-07,2634,1591,1043,2477,126,31,772,1165,584,113,1356,1278,2176,343,114,1,1289,1345,2.68
JICT,2019-05-08,1340,1170,170,1279,53,8,481,302,507,50,988,352,1254,59,3,24,645,695,2.38
JICT,2019-05-09,2490,1842,648,2113,366,11,819,827,754,90,1573,917,2317,121,49,3,1362,1128,2.74
JICT,2019-05-10,1406,960,446,1298,103,5,484,327,450,145,934,472,1195,209,1,1,868,538,2.49
JICT,2019-05-11,2816,1986,830,2654,131,31,896,944,638,338,1534,1282,2397,308,67,44,1495,1321,2.62
JICT,2019-05-12,1679,1102,577,1617,50,12,530,630,454,65,984,695,1395,179,94,11,699,980,2.44
JICT,2019-05-13,571,369,202,522,40,9,138,276,122,35,260,311,495,46,30,0,158,413,2.22
JICT,2019-05-14,2818,2048,770,2583,201,34,1171,503,999,145,2170,648,2663,141,10,4,1526,1292,1.95
JICT,2019-05-15,1316,930,386,1226,77,13,628,218,334,136,962,354,1260,23,1,32,910,406,1.65
JICT,2019-05-16,2713,2106,607,2575,99,39,911,716,1035,51,1946,767,2651,28,34,0,1307,1406,2.07
JICT,2019-05-17,2729,1852,877,2510,203,16,743,838,841,307,1584,1145,2239,391,83,16,1715,1014,1.99
JICT,2019-05-18,2576,1728,847,2445,75,56,966,834,635,141,1601,975,2271,188,108,9,1331,1245,2.55
JICT,2019-05-19,924,535,389,917,6,1,152,554,189,29,341,583,753,132,36,3,239,685,2.46
JICT,2019-05-20,827,656,171,726,61,40,328,126,339,34,667,160,702,66,32,27,332,495,2.58
JICT,2019-05-21,1923,1432,491,1857,62,4,612,569,586,156,1198,725,1724,91,96,12,1140,783,1.68
JICT,2019-05-22,1885,1496,389,1761,114,10,1020,285,442,138,1462,423,1755,115,1,14,1112,773,1.73
JICT,2019-05-23,1770,1418,352,1676,86,8,594,629,507,40,1101,669,1421,325,23,1,925,845,1.65
JICT,2019-05-24,1239,848,391,1169,62,8,238,690,240,71,478,761,879,319,41,0,778,461,1.97
JICT,2019-05-25,1018,686,332,991,25,2,238,487,206,87,444,574,893,46,67,12,797,221,1.38
JICT,2019-05-26,322,243,79,315,7,0,85,185,42,10,127,195,245,57,17,3,146,176,1.56
JICT,2019-05-27,540,410,130,501,32,7,294,173,62,11,356,184,453,60,21,6,277,263,1.38
JICT,2019-05-28,307,240,67,302,5,0,152,26,102,27,254,53,282,11,12,2,171,136,1.04
JICT,2019-05-29,95,75,20,84,11,0,58,2,32,3,90,5,90,4,1,0,52,43,1.99
JICT,2019-05-30,265,180,85,253,12,0,56,148,50,11,106,159,241,17,7,0,183,82,2.01
JICT,2019-05-31,289,231,58,268,13,8,132,115,29,13,161,128,197,68,16,8,95,194,9.02
JICT,2019-06-01,290,233,57,282,8,0,42,217,30,1,72,218,231,59,0,0,86,204,1.88
JICT,2019-06-02,47,20,27,47,0,0,4,26,0,17,4,43,47,0,0,0,43,4,9.85
JICT,2019-06-03,64,35,29,62,2,0,42,21,1,0,43,21,63,1,0,0,0,64,10.33
JICT,2019-06-04,192,151,41,190,2,0,150,7,35,0,185,7,190,2,0,0,3,189,12.17
JICT,2019-06-06,426,334,92,353,69,4,208,103,82,33,290,136,408,11,7,0,5,421,7.24
JICT,2019-06-07,103,70,33,101,2,0,73,1,29,0,102,1,103,0,0,0,0,103,6.41
JICT,2019-06-08,545,353,192,450,68,27,179,224,107,35,286,259,451,77,15,2,14,531,5.33
JICT,2019-06-09,420,281,139,349,70,1,242,79,74,25,316,104,411,9,0,0,50,370,5.13
JICT,2019-06-10,1559,1231,328,1259,226,74,835,244,434,46,1269,290,1459,52,8,40,92,1467,4.71
JICT,2019-06-11,1666,1043,623,1335,311,20,697,229,526,214,1223,443,1410,240,11,5,216,1450,3.61
JICT,2019-06-12,1522,1209,313,1445,63,14,288,869,196,169,484,1038,1031,375,113,3,309,1213,2.83
JICT,2019-06-13,1527,1321,206,1383,126,18,834,326,361,6,1195,332,1517,6,4,0,581,946,2.68
JICT,2019-06-14,1834,1371,463,1706,118,10,485,804,484,61,969,865,1536,166,81,51,621,1213,3.49
JICT,2019-06-15,2714,2180,534,2523,138,53,1257,739,557,161,1814,900,2405,143,141,25,968,1746,3.22
JICT,2019-06-16,2062,1320,742,1932,114,16,643,902,446,71,1089,973,1689,296,77,0,359,1703,2.87
JICT,2019-06-17,2740,2136,604,2376,246,118,1236,516,886,102,2122,618,2419,203,20,98,698,2042,2.89
JICT,2019-06-18,977,847,130,810,163,4,522,66,225,164,747,230,813,159,3,2,353,624,2.59
JICT,2019-06-19,2528,1878,650,2377,141,10,973,526,784,245,1757,771,2142,150,120,116,1206,1322,2.13
JICT,2019-06-20,2633,2116,517,2387,223,23,1115,505,931,82,2046,587,2576,27,26,4,1385,1248,2.30
JICT,2019-06-21,1457,1120,337,1407,35,15,403,707,234,113,637,820,1259,108,67,23,494,963,2.58
JICT,2019-06-22,3938,3020,918,3468,385,85,1245,960,1459,274,2704,1234,3436,388,43,71,1594,2344,3.34
JICT,2019-06-23,1103,729,374,1001,29,73,108,770,139,86,247,856,859,164,78,2,313,790,2.42
JICT,2019-06-24,1833,1420,389,1601,182,49,952,266,599,16,1550,282,1796,9,12,16,758,1075,2.62
JICT,2019-06-25,1810,1356,454,1594,203,13,785,328,512,185,1297,513,1658,139,10,3,700,1110,2.30
JICT,2019-06-26,2095,1741,354,1976,89,30,418,1104,449,124,867,1228,1875,183,17,20,1229,866,1.71
JICT,2019-06-27,1908,1464,444,1703,183,22,773,465,617,53,1390,518,1833,26,33,16,1170,738,1.97
JICT,2019-06-28,1571,1175,396,1310,174,87,489,417,520,145,1009,562,1259,284,26,2,752,819,2.82
JICT,2019-06-29,3060,2057,995,2750,217,93,1106,996,931,27,2037,1023,2846,179,16,19,1558,1502,2.91
JICT,2019-06-30,2390,1574,814,2192,114,84,855,969,530,36,1385,1005,2171,139,44,36,713,1677,2.79
JICT,2019-07-01,1257,908,341,1162,62,33,435,610,158,54,593,664,1010,186,60,1,560,697,1.86
JICT,2019-07-02,2436,1804,630,2209,201,26,1198,490,734,14,1932,504,2363,41,14,18,1301,1135,2.02
JICT,2019-07-03,1289,821,468,1212,31,46,381,512,330,66,711,578,1059,139,66,25,477,812,2.11
JICT,2019-07-04,2723,2216,507,2290,406,27,1048,447,1035,193,2083,640,2548,155,20,0,1149,1574,2.48
JICT,2019-07-05,2086,1642,444,1764,272,50,752,343,846,145,1598,488,1798,275,13,0,1101,985,3.05
JICT,2019-07-06,3209,2371,838,3069,109,31,835,1793,549,32,1384,1825,2979,164,35,31,2228,981,2.10
JICT,2019-07-07,933,502,431,903,24,6,136,595,179,23,315,618,812,75,46,0,347,586,2.10
JICT,2019-07-08,1264,960,304,1135,109,20,830,117,313,4,1143,121,1255,7,2,0,482,782,2.56
JICT,2019-07-09,1709,1362,347,1388,291,30,761,143,661,144,1422,287,1563,117,7,22,775,934,2.29
JICT,2019-07-10,1763,1374,389,1663,62,38,519,581,628,35,1147,616,1554,186,22,1,611,1152,2.08
JICT,2019-07-11,1137,1056,81,1032,99,6,500,130,501,6,1001,136,1135,2,0,0,537,600,2.31
JICT,2019-07-12,2148,1500,648,2037,93,18,603,907,576,62,1179,969,2041,72,35,0,1320,828,2.19
JICT,2019-07-13,2896,2173,723,2777,85,34,1005,756,1102,33,2107,789,2737,146,0,13,1690,1206,2.56
JICT,2019-07-14,2138,1278,860,2093,14,31,210,1585,323,20,533,1605,1778,268,88,4,1000,1138,1.99
JICT,2019-07-15,2004,1442,562,1854,118,32,864,396,716,28,1580,424,1918,57,17,12,793,1211,2.01
JICT,2019-07-16,2551,2073,477,2042,476,33,1095,233,969,254,2064,487,2284,241,26,0,969,1582,2.35
JICT,2019-07-17,2806,2272,534,2433,252,121,710,1002,880,214,1590,1216,2361,345,62,38,1325,1481,2.00
JICT,2019-07-18,1854,1560,293,1658,154,42,729,343,751,31,1480,374,1828,3,23,0,1286,568,1.80
JICT,2019-07-19,744,688,56,691,47,6,237,104,401,2,638,106,740,3,1,0,556,188,1.59
JICT,2019-07-20,2309,1522,787,2164,133,12,771,905,596,37,1367,942,2118,125,38,28,1331,978,2.32
JICT,2019-07-21,1341,858,483,1203,129,9,367,513,353,108,720,621,1022,269,48,2,397,944,2.21
JICT,2019-07-22,2251,1732,519,1965,249,37,1044,482,673,52,1717,534,2032,206,13,0,700,1551,2.07
JICT,2019-07-23,2385,1950,435,2110,258,17,1067,374,832,112,1899,486,2286,95,3,1,945,1440,2.28
JICT,2019-07-24,720,598,122,676,38,6,318,213,172,17,490,230,690,22,3,5,274,446,2.30
JICT,2019-07-25,2229,1927,302,2012,201,16,931,401,814,83,1745,484,2145,45,39,0,1189,1040,1.89
JICT,2019-07-26,2000,1529,471,1866,96,38,386,1114,396,104,782,1218,1805,104,76,15,1277,723,2.09
JICT,2019-07-27,3084,2175,909,2763,266,55,995,991,948,150,1943,1141,2704,340,29,11,1822,1262,2.48
JICT,2019-07-28,1828,1464,364,1792,34,2,352,1052,361,63,713,1115,1402,344,82,0,467,1361,2.36
JICT,2019-07-29,985,689,295,919,65,1,604,186,187,8,791,194,936,32,15,2,346,639,2.12
JICT,2019-07-30,2555,2016,537,2212,288,55,1070,496,893,96,1963,592,2311,158,41,45,1349,1206,1.99
JICT,2019-07-31,3076,2424,652,2771,260,45,1469,559,968,80,2437,639,2908,93,70,5,1708,1368,2.37
JICT,2019-08-01,1848,1557,291,1476,359,13,817,150,762,119,1579,269,1721,85,10,32,953,895,2.65
JICT,2019-08-02,2134,1459,675,1942,169,23,693,726,687,28,1380,754,1939,143,52,0,794,1340,2.56
JICT,2019-08-03,2013,1522,491,1863,138,12,726,570,661,56,1387,626,1913,67,6,27,1171,842,2.79
JICT,2019-08-05,1353,1065,287,1208,117,28,604,418,217,114,821,532,1086,169,90,8,375,978,2.15
JICT,2019-08-06,1431,1201,230,1200,220,11,601,167,576,87,1177,254,1312,102,7,10,662,769,2.20
JICT,2019-08-07,1603,1199,404,1442,136,25,758,337,432,76,1190,413,1509,31,11,52,925,678,1.67
JICT,2019-08-08,1969,1555,414,1798,129,42,843,350,696,80,1539,430,1908,53,8,0,1165,804,1.83
JICT,2019-08-09,2607,1849,758,2298,227,82,967,777,724,139,1691,916,2268,291,45,3,1505,1102,2.32
JICT,2019-08-10,1397,1137,260,1308,49,40,463,445,461,28,924,473,1273,91,32,1,797,600,2.65
JICT,2019-08-11,1902,1435,467,1785,101,16,377,855,460,210,837,1065,1496,294,107,5,412,1490,2.23
JICT,2019-08-12,2433,1988,445,2223,154,56,745,917,683,88,1428,1005,2102,244,83,4,750,1683,2.12
JICT,2019-08-13,2666,2131,535,2351,216,99,1227,726,692,21,1919,747,2479,105,11,71,1554,1112,2.09
JICT,2019-08-14,2159,1714,445,1828,318,13,960,457,636,106,1596,563,1932,162,40,25,1336,823,2.54
JICT,2019-08-15,2864,2253,611,2593,203,68,779,1226,802,57,1581,1283,2695,136,33,0,2034,830,1.96
JICT,2019-08-16,2362,1843,519,2238,93,31,718,933,593,118,1311,1051,2132,133,90,7,1393,969,2.53
JICT,2019-08-17,3020,2406,614,2769,225,26,1066,650,1120,184,2186,834,2771,215,23,11,1818,1202,2.94
JICT,2019-08-18,701,466,235,701,0,0,150,433,107,11,257,444,525,142,34,0,132,569,2.13
JICT,2019-08-19,1084,834,250,923,130,31,487,245,347,5,834,250,1032,34,12,6,303,781,2.41
JICT,2019-08-20,727,593,134,581,144,2,255,62,393,17,648,79,700,14,0,13,302,425,2.95
JICT,2019-08-21,2386,1979,407,2067,298,21,1131,392,781,82,1912,474,2188,182,13,3,1041,1345,2.35
JICT,2019-08-22,2853,2185,668,2645,130,78,1026,967,743,117,1769,1084,2626,178,49,0,1376,1477,1.88
JICT,2019-08-23,1110,858,252,1067,30,13,399,377,285,49,684,426,1003,72,35,0,640,470,2.41
JICT,2019-08-24,2874,2320,554,2730,99,45,763,1199,865,47,1628,1246,2667,169,21,17,1543,1331,2.83
JICT,2019-08-25,963,458,505,929,11,23,183,479,216,85,399,564,735,132,96,0,214,749,1.94
JICT,2019-08-26,2421,1831,590,2016,306,99,1142,532,675,72,1817,604,2201,199,4,17,815,1606,2.60
JICT,2019-08-27,1953,1620,333,1522,400,31,946,310,521,176,1467,486,1650,237,34,32,911,1042,2.79
JICT,2019-08-28,1789,1426,363,1645,127,17,613,565,561,50,1174,615,1654,66,44,25,720,1069,2.66
JICT,2019-08-29,1471,1233,238,1055,335,81,688,186,593,4,1281,190,1433,13,1,24,793,678,3.92
JICT,2019-08-30,596,516,80,553,33,10,135,357,98,6,233,363,383,204,9,0,176,420,3.86
JICT,2019-08-31,1364,1080,284,1060,177,127,510,359,425,70,935,429,1221,95,48,0,450,914,3.29
JICT,2019-09-01,1233,749,484,1153,47,33,249,682,278,24,527,706,986,209,36,2,426,807,2.02
JICT,2019-09-02,1865,1573,292,1379,308,178,836,331,581,117,1417,448,1653,121,85,6,714,1151,2.87
JICT,2019-09-03,3296,2295,1001,2629,459,208,1210,451,1393,242,2603,693,2932,286,9,69,1825,1471,2.44
JICT,2019-09-04,2442,1946,496,1939,333,170,1083,353,897,109,1980,462,2377,12,42,11,1489,953,2.61
JICT,2019-09-05,2143,1631,512,1735,280,128,1045,456,546,96,1591,552,2042,72,24,5,1070,1073,2.81
JICT,2019-09-06,1980,1414,566,1631,225,124,528,803,606,43,1134,846,1869,60,48,3,1182,798,2.83
JICT,2019-09-07,2968,2373,594,2315,443,210,1121,705,1061,81,2182,786,2723,193,34,18,1495,1473,3.20
JICT,2019-09-08,1355,975,380,1238,75,42,194,534,579,48,773,582,1120,149,86,0,294,1061,2.67
JICT,2019-09-09,1957,1527,430,1544,193,220,1133,461,352,11,1485,472,1868,53,14,22,573,1384,2.96
JICT,2019-09-10,1951,1500,451,1519,344,88,856,209,749,137,1605,346,1747,196,6,2,652,1299,3.11
JICT,2019-09-11,1548,1166,382,1229,178,141,450,582,380,136,830,718,1350,80,47,71,870,678,2.32
JICT,2019-09-12,2267,1900,367,1825,333,109,1070,468,705,24,1775,492,2229,24,2,12,1006,1261,2.87
JICT,2019-09-13,1253,876,377,1110,119,24,311,643,208,91,519,734,1071,100,82,0,751,502,2.40
JICT,2019-09-14,1361,1132,229,1142,156,63,444,540,277,100,721,640,1164,111,43,43,930,431,2.69
JICT,2019-09-15,415,199,216,338,64,13,56,264,85,10,141,274,227,148,40,0,107,308,2.82
JICT,2019-09-16,976,716,260,704,155,117,450,253,262,11,712,264,861,96,19,0,262,714,3.50
JICT,2019-09-17,1982,1124,858,1514,320,148,562,231,1063,126,1625,357,1784,169,27,2,680,1302,3.22
JICT,2019-09-18,2666,2123,543,2064,464,138,815,649,949,253,1764,902,2111,325,211,19,1004,1662,3.21
JICT,2019-09-19,1822,1651,171,1438,261,123,665,248,804,105,1469,353,1784,14,24,0,932,890,3.27
JICT,2019-09-20,1964,1555,409,1751,133,80,556,889,447,72,1003,961,1750,152,50,12,1338,626,2.96
JICT,2019-09-21,2384,1899,485,2100,127,157,826,916,545,97,1371,1013,2140,178,47,19,1176,1208,3.03
JICT,2019-09-22,1651,1170,481,1477,108,66,587,567,476,21,1063,588,1482,131,38,0,501,1150,2.97
JICT,2019-09-23,1852,1410,442,1414,245,193,943,357,540,12,1483,369,1709,121,1,21,594,1258,3.10
JICT,2019-09-24,1710,1297,413,1519,116,75,648,516,506,40,1154,556,1672,18,14,6,1228,482,1.66
JICT,2019-09-25,3168,2271,897,2537,507,124,919,572,1340,337,2259,909,2594,383,121,70,1895,1273,2.63
JICT,2019-09-26,2011,1630,381,1660,246,105,634,466,616,295,1250,761,1822,104,75,10,1232,779,2.97
JICT,2019-09-27,2318,1879,439,2133,130,55,488,912,371,547,859,1459,2098,136,48,36,1182,1136,3.88
JICT,2019-09-28,2355,1880,475,2155,170,30,827,917,433,178,1260,1095,2024,233,91,7,1330,1025,2.86
JICT,2019-09-29,1063,786,277,1021,35,7,573,224,225,41,798,265,1030,25,8,0,138,925,3.31
JICT,2019-09-30,1441,1124,317,1296,140,5,582,449,383,27,965,476,1263,142,27,9,323,1118,3.02
JICT,2019-10-01,1571,1323,248,1491,70,10,696,186,525,164,1221,350,1443,121,0,7,790,781,2.35
JICT,2019-10-02,2759,1934,825,2616,127,16,1109,548,958,144,2067,692,2281,290,64,124,1586,1173,1.88
JICT,2019-10-03,2459,2029,430,2317,118,24,1115,440,846,58,1961,498,2323,98,35,3,1343,1116,2.22
JICT,2019-10-04,2800,2244,555,2675,109,16,1200,867,683,50,1883,917,2648,119,32,1,1910,890,2.02
JICT,2019-10-05,2916,2187,727,2827,78,11,1139,951,630,196,1769,1147,2739,74,103,0,2005,911,2.28
JICT,2019-10-06,1888,1394,494,1828,56,4,635,541,647,65,1282,606,1668,173,39,8,768,1120,2.21
JICT,2019-10-07,2165,1525,640,1991,164,10,748,506,793,118,1541,624,1793,291,77,4,1238,927,2.07
JICT,2019-10-08,2305,1860,445,2140,147,18,1009,397,718,181,1727,578,2087,173,30,15,1161,1144,2.31
JICT,2019-10-09,1680,1444,236,1613,49,18,615,342,629,94,1244,436,1560,52,59,9,826,854,1.98
JICT,2019-10-10,929,818,111,917,10,2,366,293,244,26,610,319,899,5,25,0,553,376,1.64
JICT,2019-10-11,910,730,180,857,53,0,120,643,107,40,227,683,694,146,60,10,553,357,1.51
JICT,2019-10-12,2105,1691,414,1975,110,20,732,784,496,93,1228,877,1923,130,27,25,964,1141,2.75
JICT,2019-10-13,2457,1738,719,2340,106,11,952,805,658,42,1610,847,2182,208,67,0,422,2035,2.46
JICT,2019-10-14,2522,2063,459,2114,325,83,1350,289,859,24,2209,313,2419,87,16,0,693,1829,2.81
JICT,2019-10-15,606,450,156,568,18,20,305,130,169,2,474,132,587,8,9,2,313,293,1.84
JICT,2019-10-16,1964,1193,771,1892,70,2,356,940,457,211,813,1151,1643,207,114,0,499,1465,2.25
JICT,2019-10-17,1824,1402,422,1646,147,31,621,346,755,102,1376,448,1669,113,42,0,934,890,2.12
JICT,2019-10-18,1454,1080,374,1442,10,2,337,792,241,84,578,876,1236,121,97,0,827,627,1.84
JICT,2019-10-19,1820,1259,561,1788,30,2,480,517,538,285,1018,802,1646,146,25,3,747,1073,3.40
JICT,2019-10-20,1841,1606,235,1733,92,16,759,338,654,90,1413,428,1659,179,3,0,336,1505,2.69
JICT,2019-10-21,995,563,432,911,72,12,266,403,266,60,532,463,834,112,48,1,492,503,2.09
JICT,2019-10-22,1145,945,200,1038,74,33,598,178,247,122,845,300,1128,17,0,0,700,445,1.76
JICT,2019-10-23,2859,2092,767,2731,115,13,1081,1020,577,181,1658,1201,2662,62,100,35,1623,1236,1.67
JICT,2019-10-24,1756,1613,143,1568,151,37,795,385,508,68,1303,453,1718,15,21,2,896,860,2.42
JICT,2019-10-25,2636,1926,710,2422,180,34,919,789,870,58,1789,847,2392,147,12,85,1841,795,2.20
JICT,2019-10-26,2081,1508,573,1946,118,17,874,587,459,161,1333,748,1951,41,78,11,1160,921,2.96
JICT,2019-10-27,554,216,338,547,5,2,72,365,103,14,175,379,491,31,32,0,164,390,1.82
JICT,2019-10-28,2209,1690,518,2068,111,30,1213,537,428,31,1641,568,2194,8,4,3,614,1595,2.35
JICT,2019-10-29,1937,1405,532,1760,163,14,886,210,666,175,1552,385,1708,223,2,4,605,1332,2.50
JICT,2019-10-30,2321,1617,704,2225,73,23,797,917,526,81,1323,998,2051,203,66,1,870,1451,2.20
JICT,2019-10-31,1571,1349,222,1336,207,28,727,135,656,53,1383,188,1499,47,25,0,754,817,2.53
JICT,2019-11-01,1405,1202,203,1320,83,2,391,289,595,130,986,419,1263,73,48,21,800,605,2.92
JICT,2019-11-02,4214,3274,940,4084,110,20,1119,1530,1409,156,2528,1686,3759,347,104,4,2456,1758,2.41
JICT,2019-11-03,1016,789,227,951,62,3,275,387,325,29,600,416,931,65,10,10,256,760,3.08
JICT,2019-11-04,3042,2241,801,2808,208,26,975,1202,767,98,1742,1300,2746,233,56,7,881,2161,2.46
JICT,2019-11-05,1999,1436,563,1827,141,31,893,283,665,158,1558,441,1775,214,10,0,966,1033,2.32
JICT,2019-11-06,1660,1175,484,1536,110,14,631,331,608,90,1239,421,1523,107,16,14,1044,616,1.98
JICT,2019-11-07,2247,1751,496,2056,171,20,977,528,705,37,1682,565,2203,23,17,4,1176,1071,2.12
JICT,2019-11-08,2130,1402,726,2047,79,4,496,837,685,112,1181,949,1800,298,22,10,1138,992,2.91
JICT,2019-11-09,2873,2340,533,2645,207,21,988,674,1098,113,2086,787,2711,109,33,20,1091,1782,3.18
JICT,2019-11-10,302,250,51,296,6,0,56,78,164,4,220,82,299,3,0,0,92,210,2.40
JICT,2019-11-11,1953,1190,763,1897,51,5,929,639,367,18,1296,657,1806,128,19,0,759,1194,1.93
JICT,2019-11-12,1601,1007,590,1461,118,22,667,443,446,45,1113,488,1479,93,24,5,739,862,1.86
JICT,2019-11-13,1870,1090,780,1828,40,2,558,860,225,227,783,1087,1438,308,110,14,715,1155,2.11
JICT,2019-11-14,1597,1274,323,1444,139,14,700,492,378,27,1078,519,1527,42,19,9,634,963,2.34
JICT,2019-11-15,3573,2690,883,3274,283,16,1122,772,1434,245,2556,1017,3147,290,111,25,1698,1875,2.98
JICT,2019-11-16,3230,2479,751,3047,163,20,1008,918,1158,146,2166,1064,2874,262,40,54,1770,1460,2.69
JICT,2019-11-17,2404,1593,811,2340,59,5,498,1002,720,184,1218,1186,1961,370,65,8,651,1753,2.93
JICT,2019-11-18,944,674,270,854,74,16,343,262,262,77,605,339,793,140,11,0,378,566,2.40
JICT,2019-11-19,1733,1415,318,1543,178,12,707,366,486,174,1193,540,1444,241,31,17,690,1043,2.57
JICT,2019-11-20,1837,1375,462,1703,129,5,744,557,488,48,1232,605,1775,33,28,1,1206,631,2.04
JICT,2019-11-21,2619,2129,489,2275,311,33,849,748,974,48,1823,796,2444,144,30,1,1520,1099,2.76
JICT,2019-11-22,1815,1331,483,1702,98,15,457,484,799,75,1256,559,1571,218,26,0,1136,679,2.80
JICT,2019-11-23,2779,2288,491,2573,183,23,801,796,998,184,1799,980,2402,241,108,28,1473,1306,3.00
JICT,2019-11-24,669,431,238,653,15,1,369,146,151,3,520,149,665,4,0,0,209,460,2.36
JICT,2019-11-25,2082,1237,845,1913,151,18,773,898,375,36,1148,934,1937,98,44,3,649,1433,2.03
JICT,2019-11-26,2087,1243,844,1951,125,11,634,986,348,119,982,1105,1961,118,6,2,784,1303,2.12
JICT,2019-11-27,2156,1640,516,2039,88,29,524,1258,277,97,801,1355,2018,132,0,6,1246,910,1.94
JICT,2019-11-28,1615,1293,322,1385,171,59,839,328,415,33,1254,361,1545,38,25,7,840,775,2.77
JICT,2019-11-29,1791,1267,524,1427,278,86,483,577,583,148,1066,725,1570,97,118,6,766,1025,3.94
JICT,2019-11-30,3411,2814,597,2695,495,221,1149,703,1228,331,2377,1034,2915,436,54,6,1672,1739,3.44
JICT,2019-12-01,1334,1184,150,1251,54,29,318,350,658,8,976,358,1184,138,3,9,309,1025,3.15
JICT,2019-12-02,2182,1343,839,1805,163,214,752,787,602,41,1354,828,1996,150,35,1,739,1443,2.56
JICT,2019-12-03,1597,1247,350,1273,166,158,659,374,431,133,1090,507,1421,166,4,6,631,966,2.80
JICT,2019-12-04,2238,1432,806,2061,69,108,857,804,545,32,1402,836,2056,166,9,7,1222,1016,1.87
JICT,2019-12-05,2496,1864,632,2219,218,59,1114,500,772,110,1886,610,2339,43,98,16,1124,1372,2.60
JICT,2019-12-06,1110,718,392,1040,66,4,312,518,279,1,591,519,1050,41,19,0,490,620,2.14
JICT,2019-12-07,2317,1659,658,2210,96,11,617,826,755,119,1372,945,2077,149,83,8,1012,1305,2.86
JICT,2019-12-08,726,400,326,712,14,0,109,419,165,33,274,452,594,82,35,15,175,551,2.32
JICT,2019-12-09,2898,1919,979,2727,150,21,1051,643,981,223,2032,866,2615,256,19,8,1028,1870,2.26
JICT,2019-12-10,2882,1901,981,2723,156,3,1156,1046,479,201,1635,1247,2613,234,21,14,1480,1402,1.78
JICT,2019-12-11,1781,1427,354,1636,130,15,616,352,687,126,1303,478,1590,184,2,5,1105,676,2.02
JICT,2019-12-12,1883,1632,251,1671,188,24,734,247,855,47,1589,294,1837,12,32,2,970,913,3.06
JICT,2019-12-13,2127,1530,597,2046,71,10,593,962,371,201,964,1163,1686,243,185,13,738,1389,2.65
JICT,2019-12-14,3811,2599,1212,3631,174,6,1224,995,1227,365,2451,1360,3429,214,159,9,1873,1938,3.12
JICT,2019-12-15,915,744,171,902,12,1,252,329,319,15,571,344,762,138,15,0,299,616,3.29
JICT,2019-12-16,3802,2708,1094,3455,309,38,1567,594,1436,205,3003,799,3403,380,19,0,1711,2091,2.28
JICT,2019-12-17,2360,1890,470,2106,232,22,979,559,682,140,1661,699,2093,220,11,36,1247,1113,2.60
JICT,2019-12-18,1912,1422,490,1725,170,17,658,508,509,237,1167,745,1654,252,4,2,1241,671,2.02
JICT,2019-12-19,1687,1367,320,1598,89,0,787,394,413,93,1200,487,1596,65,21,5,1097,590,1.80
JICT,2019-12-20,1966,1567,399,1789,160,17,723,642,546,55,1269,697,1898,22,46,0,1440,526,3.16
JICT,2019-12-21,2241,1982,259,2038,192,11,537,511,703,490,1240,1001,1983,192,64,2,1504,737,2.92
JICT,2019-12-22,482,259,223,471,11,0,122,216,128,16,250,232,354,60,68,0,173,309,2.69
JICT,2019-12-23,2260,1877,383,1984,243,33,1106,352,623,179,1729,531,2014,224,10,12,871,1389,4.18
JICT,2019-12-24,807,663,144,620,167,20,316,59,288,144,604,203,652,135,3,17,250,557,4.42
JICT,2019-12-25,2032,1594,438,1781,212,39,512,647,526,347,1038,994,1696,324,12,0,341,1691,3.77
JICT,2019-12-26,982,860,122,865,85,32,343,210,403,26,746,236,941,24,10,7,431,551,3.45
JICT,2019-12-27,1060,922,138,984,70,6,324,368,292,76,616,444,929,89,30,12,440,620,3.42
JICT,2019-12-28,1273,969,304,1213,56,4,379,457,319,118,698,575,1080,148,20,25,596,677,4.19
JICT,2019-12-29,439,252,187,412,27,0,138,178,94,29,232,207,321,66,49,3,86,353,5.23
JICT,2019-12-30,653,557,96,497,144,12,424,84,141,4,565,88,645,4,3,1,103,550,6.32
JICT,2019-12-31,1295,1041,254,1148,131,16,622,143,439,91,1061,234,1233,60,2,0,343,952,4.83
JICT,2020-01-01,1377,1078,299,1353,20,4,546,246,365,220,911,466,1238,138,1,0,199,1178,3.94
JICT,2020-01-02,638,434,204,624,14,0,145,398,73,22,218,420,550,62,26,0,192,446,2.53
JICT,2020-01-03,1356,807,549,1245,103,8,498,233,618,7,1116,240,1239,110,6,1,674,682,3.20
JICT,2020-01-04,2044,1446,598,1950,78,16,493,691,771,89,1264,780,1941,58,44,1,1145,899,2.78
JICT,2020-01-05,1936,1627,309,1699,189,48,941,145,811,39,1752,184,1926,9,1,0,714,1222,3.39
